iteration,temps_fourmis_ms,temps_sync_ms,temps_evap_ms,temps_update_ms,food_quantity
524,0.669000,5.527000,3.535000,0.007000,0
525,0.656000,5.328000,3.642000,0.008000,0
526,1.229000,4.896000,2.893000,0.009000,0
527,0.667000,5.394000,2.845000,0.009000,0
528,0.888000,5.203000,3.121000,0.009000,0
529,0.738000,6.535000,3.174000,0.008000,0
530,0.663000,5.058000,3.173000,0.009000,0
531,0.657000,5.321000,3.067000,0.007000,0
532,0.705000,5.308000,3.229000,0.010000,0
533,0.773000,6.465000,3.569000,0.009000,0
534,0.654000,4.948000,3.318000,0.007000,0
535,0.778000,5.063000,3.273000,0.008000,0
536,0.697000,5.713000,3.450000,0.009000,0
537,0.650000,5.607000,3.741000,0.008000,0
538,0.698000,5.364000,3.574000,0.009000,0
539,0.699000,5.244000,3.308000,0.009000,0
540,0.630000,5.410000,3.159000,0.016000,0
541,0.652000,5.347000,3.421000,0.010000,0
542,0.641000,5.169000,3.348000,0.008000,0
543,0.674000,5.826000,3.455000,0.007000,0
544,0.880000,5.089000,3.128000,0.013000,0
545,0.673000,5.570000,3.423000,0.008000,0
546,0.578000,7.422000,5.791000,0.006000,0
547,0.669000,5.248000,3.159000,0.007000,0
548,0.634000,5.012000,3.067000,0.007000,0
549,0.638000,4.820000,3.185000,0.038000,0
550,0.630000,5.439000,3.648000,0.018000,0
551,1.253000,6.355000,3.181000,0.008000,0
552,0.761000,5.085000,2.946000,0.008000,0
553,0.655000,5.533000,3.202000,0.012000,0
554,0.679000,5.364000,2.999000,0.008000,0
555,0.660000,5.398000,3.379000,0.008000,0
556,0.650000,5.288000,2.819000,0.008000,0
557,0.649000,4.955000,3.292000,0.017000,0
558,0.700000,5.496000,2.759000,0.015000,0
559,0.657000,5.779000,2.843000,0.009000,0
560,0.711000,4.918000,3.347000,0.007000,0
561,0.589000,4.946000,2.811000,0.009000,0
562,0.616000,5.373000,2.850000,0.006000,0
563,0.637000,5.257000,3.149000,0.006000,0
564,0.711000,5.480000,2.848000,0.018000,0
565,0.633000,5.390000,3.323000,0.010000,0
566,0.744000,5.124000,2.974000,0.008000,0
567,0.683000,4.834000,2.946000,0.018000,0
568,0.771000,6.636000,3.922000,0.013000,0
569,0.695000,4.752000,2.934000,0.008000,0
