iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,food_quantity
2263,1.0010,0.9040,0.0960,0.0010,0
2264,1.0080,0.9110,0.0960,0.0010,0
2265,1.0030,0.9060,0.0960,0.0010,0
2266,0.9970,0.9000,0.0960,0.0010,0
2267,0.9980,0.9010,0.0960,0.0010,0
2268,1.0450,0.9480,0.0960,0.0010,0
2269,0.9990,0.9020,0.0970,0.0000,0
2270,0.9980,0.8990,0.0980,0.0010,0
2271,1.0100,0.9130,0.0960,0.0010,0
2272,1.0050,0.9040,0.1000,0.0010,0
2273,1.0270,0.9300,0.0960,0.0010,0
2274,1.0410,0.9440,0.0960,0.0010,0
2275,1.0000,0.9030,0.0960,0.0010,0
2276,1.0130,0.9150,0.0960,0.0010,0
2277,0.9990,0.9010,0.0960,0.0010,0
2278,1.0000,0.9030,0.0960,0.0010,0
2279,0.9970,0.9000,0.0960,0.0010,0
2280,0.9990,0.9020,0.0960,0.0010,0
2281,0.9990,0.9020,0.0970,0.0000,0
2282,1.0150,0.9160,0.0980,0.0010,0
2283,1.0000,0.9010,0.0980,0.0010,0
2284,1.0200,0.9210,0.0980,0.0010,0
2285,1.0010,0.9020,0.0980,0.0010,0
2286,1.0040,0.9050,0.0990,0.0000,0
2287,1.0000,0.9010,0.0980,0.0010,0
2288,0.9970,0.9000,0.0970,0.0000,0
2289,0.9950,0.8950,0.0990,0.0010,0
2290,1.0210,0.9200,0.1000,0.0010,0
2291,1.0230,0.9240,0.0980,0.0010,0
2292,1.0330,0.9370,0.0960,0.0000,0
2293,0.9940,0.8950,0.0980,0.0010,0
2294,1.0360,0.9380,0.0980,0.0000,0
2295,1.0100,0.9110,0.0990,0.0000,0
2296,1.0200,0.9170,0.1020,0.0010,0
2297,1.0110,0.9110,0.1000,0.0000,0
2298,1.0420,0.9240,0.1180,0.0000,0
2299,1.0030,0.8990,0.1030,0.0010,0
2300,1.0140,0.9180,0.0960,0.0000,0
2301,1.0020,0.8990,0.1030,0.0000,0
2302,1.0080,0.9050,0.1020,0.0010,0
2303,1.0060,0.9030,0.1030,0.0000,0
2304,1.0140,0.9070,0.1060,0.0010,0
2305,1.0070,0.9020,0.1040,0.0010,0
2306,1.0000,0.9030,0.0960,0.0010,0
2307,1.0380,0.9420,0.0960,0.0000,0
2308,1.0550,0.9570,0.0970,0.0010,0
2309,1.0320,0.9310,0.1010,0.0000,0
2310,1.0290,0.9300,0.0980,0.0010,0
2311,1.0310,0.9320,0.0990,0.0000,0
2312,1.0310,0.9300,0.1000,0.0010,0
2313,1.0390,0.9320,0.1060,0.0010,0
2314,1.0360,0.9230,0.1130,0.0000,0
2315,1.0270,0.9240,0.1030,0.0000,0
2316,1.0370,0.9340,0.1020,0.0010,0
2317,1.0200,0.9170,0.1020,0.0010,0
2318,1.0180,0.9130,0.1040,0.0000,0
2319,1.0250,0.9220,0.1020,0.0010,0
2320,1.0090,0.9060,0.1020,0.0010,0
2321,1.0320,0.9260,0.1050,0.0010,0
2322,1.0070,0.9020,0.1040,0.0010,0
2323,1.0070,0.9020,0.1050,0.0000,0
2324,1.0640,0.9590,0.1040,0.0010,0
2325,1.0070,0.9050,0.1020,0.0000,0
2326,1.0380,0.9370,0.1000,0.0010,0
2327,1.0400,0.9390,0.1010,0.0000,0
2328,1.0370,0.9350,0.1020,0.0000,0
2329,1.0450,0.9430,0.1020,0.0000,0
2330,1.0310,0.9290,0.1010,0.0010,0
2331,1.0470,0.9310,0.1150,0.0010,0
2332,1.0640,0.9510,0.1130,0.0000,0
2333,1.0310,0.9240,0.1060,0.0010,0
2334,1.0600,0.9620,0.0970,0.0010,0
2335,1.0010,0.9030,0.0970,0.0010,0
2336,1.0010,0.9030,0.0970,0.0000,0
2337,0.9960,0.8990,0.0960,0.0010,0
2338,0.9970,0.8990,0.0970,0.0010,0
2339,1.0070,0.9100,0.0970,0.0000,0
2340,1.0310,0.9340,0.0970,0.0000,0
2341,0.9960,0.8980,0.0970,0.0010,0
2342,1.0140,0.9170,0.0960,0.0010,0
2343,1.0090,0.9120,0.0970,0.0000,0
2344,1.0130,0.9150,0.0970,0.0010,0
2345,0.9970,0.9000,0.0970,0.0000,0
2346,1.0020,0.9030,0.0980,0.0010,0
2347,1.0150,0.9070,0.1070,0.0010,0
2348,1.0480,0.9510,0.0970,0.0000,0
2349,0.9930,0.8960,0.0960,0.0010,0
2350,0.9980,0.9010,0.0960,0.0010,0
2351,1.0160,0.9180,0.0970,0.0010,0
2352,1.0140,0.9160,0.0970,0.0010,0
2353,0.9990,0.8940,0.1050,0.0000,0
2354,1.0080,0.9100,0.0970,0.0000,0
2355,1.0000,0.9030,0.0960,0.0010,0
2356,1.0080,0.9110,0.0970,0.0000,0
2357,0.9900,0.8930,0.0960,0.0010,0
2358,0.9910,0.8940,0.0970,0.0000,0
2359,1.0030,0.9060,0.0970,0.0000,0
2360,0.9890,0.8920,0.0960,0.0010,0
2361,0.9890,0.8920,0.0960,0.0010,0
2362,0.9920,0.8950,0.0960,0.0010,0
2363,1.0090,0.8960,0.1130,0.0000,0
2364,1.0160,0.9170,0.0990,0.0000,0
2365,0.9990,0.9000,0.0990,0.0000,0
2366,1.0160,0.9160,0.0990,0.0010,0
2367,0.9960,0.8970,0.0990,0.0000,0
2368,1.0160,0.9170,0.0990,0.0000,0
2369,1.0160,0.9150,0.1000,0.0010,0
2370,1.0060,0.9040,0.1010,0.0010,0
2371,0.9980,0.9000,0.0970,0.0010,0
2372,1.0350,0.9380,0.0970,0.0000,0
2373,0.9990,0.9010,0.0970,0.0010,0
2374,1.0040,0.9060,0.0970,0.0010,0
2375,0.9970,0.9000,0.0970,0.0000,0
2376,1.0120,0.9140,0.0970,0.0010,0
2377,1.0060,0.9000,0.1050,0.0010,0
2378,1.0050,0.9080,0.0970,0.0000,0
2379,0.9960,0.8970,0.0990,0.0000,0
2380,1.0400,0.9430,0.0970,0.0000,0
2381,0.9920,0.8950,0.0970,0.0000,0
2382,0.9930,0.8950,0.0970,0.0010,0
2383,0.9940,0.8970,0.0960,0.0010,0
2384,1.0110,0.9140,0.0970,0.0000,0
2385,0.9940,0.8960,0.0970,0.0010,0
2386,0.9940,0.8970,0.0960,0.0010,0
2387,1.0010,0.9040,0.0960,0.0010,0
2388,1.0080,0.9110,0.0970,0.0000,0
2389,0.9940,0.8970,0.0960,0.0010,0
2390,0.9890,0.8920,0.0960,0.0010,0
2391,1.0090,0.9120,0.0960,0.0010,0
2392,1.0160,0.9040,0.1110,0.0010,0
2393,1.0020,0.9050,0.0970,0.0000,0
2394,0.9940,0.8970,0.0960,0.0010,0
2395,0.9990,0.9030,0.0960,0.0000,0
2396,1.0120,0.9150,0.0970,0.0000,0
2397,1.0780,0.9800,0.0970,0.0010,0
2398,1.0050,0.9060,0.0980,0.0010,0
2399,1.0050,0.9070,0.0980,0.0000,0
2400,1.0020,0.9050,0.0960,0.0010,0
2401,1.0220,0.9250,0.0960,0.0010,0
2402,0.9980,0.9000,0.0970,0.0000,0
2403,1.0130,0.9170,0.0960,0.0000,0
2404,1.0090,0.9110,0.0980,0.0000,0
2405,1.0680,0.9710,0.0960,0.0010,0
2406,1.0000,0.9010,0.0980,0.0010,0
2407,1.0080,0.9070,0.1000,0.0010,0
2408,0.9970,0.8980,0.0980,0.0010,0
2409,1.0160,0.9170,0.0980,0.0010,0
2410,1.0070,0.9060,0.1010,0.0000,0
2411,1.0060,0.9050,0.1000,0.0010,0
2412,1.0100,0.9120,0.0980,0.0000,0
2413,1.0650,0.9670,0.0970,0.0010,0
2414,1.0100,0.9120,0.0980,0.0000,0
2415,1.0140,0.9120,0.1010,0.0010,0
2416,1.0410,0.9440,0.0970,0.0000,0
2417,1.0700,0.9730,0.0960,0.0010,0
2418,1.0190,0.9210,0.0970,0.0010,0
2419,1.0290,0.9310,0.0970,0.0010,0
2420,1.0400,0.9280,0.1120,0.0000,0
2421,1.0070,0.9090,0.0970,0.0010,0
2422,1.0130,0.9100,0.1020,0.0010,0
2423,1.0050,0.9050,0.0990,0.0010,0
2424,1.0260,0.9220,0.1040,0.0000,0
2425,1.0400,0.9380,0.1010,0.0010,0
2426,1.0220,0.9190,0.1030,0.0000,0
2427,1.0120,0.9090,0.1030,0.0000,0
2428,1.0630,0.9640,0.0990,0.0000,0
2429,1.0180,0.9210,0.0960,0.0010,0
2430,1.0340,0.9370,0.0960,0.0010,0
2431,1.0310,0.9310,0.1000,0.0000,0
2432,1.0480,0.9410,0.1070,0.0000,0
2433,1.0920,0.9800,0.1110,0.0010,0
2434,1.1120,1.0140,0.0980,0.0000,0
2435,1.0270,0.9180,0.1090,0.0000,0
2436,1.0500,0.9530,0.0960,0.0010,0
2437,1.0240,0.9000,0.1240,0.0000,0
2438,1.0250,0.9150,0.1090,0.0010,0
2439,1.0050,0.9070,0.0970,0.0010,0
2440,1.0090,0.9090,0.0990,0.0010,0
2441,1.0740,0.9770,0.0970,0.0000,0
2442,1.0250,0.9280,0.0960,0.0010,0
2443,1.0160,0.9050,0.1100,0.0010,0
2444,1.0360,0.9390,0.0970,0.0000,0
2445,0.9930,0.8960,0.0960,0.0010,0
2446,0.9930,0.8960,0.0960,0.0010,0
2447,0.9870,0.8900,0.0970,0.0000,0
2448,1.0080,0.9020,0.1060,0.0000,0
2449,1.0510,0.9280,0.1220,0.0010,0
2450,1.0030,0.9040,0.0980,0.0010,0
2451,1.0590,0.9350,0.1230,0.0010,0
2452,0.9970,0.8930,0.1030,0.0010,0
2453,1.0260,0.9290,0.0970,0.0000,0
2454,1.0140,0.9120,0.1020,0.0000,0
2455,1.0130,0.9110,0.1010,0.0010,0
2456,1.0130,0.9100,0.1030,0.0000,0
2457,1.0460,0.9220,0.1220,0.0020,0
2458,0.9920,0.8950,0.0960,0.0010,0
2459,1.0870,0.9850,0.1020,0.0000,0
2460,0.9960,0.8980,0.0970,0.0010,0
2461,1.0230,0.9260,0.0960,0.0010,0
2462,0.9950,0.8980,0.0960,0.0010,0
2463,0.9940,0.8980,0.0960,0.0000,0
2464,0.9910,0.8940,0.0970,0.0000,0
2465,1.0000,0.9030,0.0970,0.0000,0
2466,1.0520,0.9520,0.1000,0.0000,0
2467,1.0620,0.9390,0.1220,0.0010,0
2468,0.9970,0.8980,0.0990,0.0000,0
2469,1.0190,0.9210,0.0970,0.0010,0
2470,0.9960,0.8990,0.0960,0.0010,0
2471,0.9910,0.8950,0.0960,0.0000,0
2472,0.9930,0.8960,0.0970,0.0000,0
2473,1.0130,0.9150,0.0970,0.0010,0
2474,1.0520,0.9550,0.0960,0.0010,0
2475,1.0530,0.9550,0.0970,0.0010,0
2476,0.9940,0.8970,0.0970,0.0000,0
2477,1.0010,0.9020,0.0990,0.0000,0
2478,0.9910,0.8950,0.0960,0.0000,0
2479,0.9900,0.8930,0.0960,0.0010,0
2480,0.9890,0.8920,0.0960,0.0010,0
2481,1.0100,0.9110,0.0990,0.0000,0
2482,1.0440,0.9460,0.0970,0.0010,0
2483,1.0080,0.9010,0.1060,0.0010,0
2484,1.0540,0.9570,0.0960,0.0010,0
2485,1.0110,0.9140,0.0960,0.0010,0
2486,1.0150,0.9180,0.0970,0.0000,0
2487,0.9950,0.8990,0.0960,0.0000,0
2488,0.9950,0.8980,0.0970,0.0000,0
2489,1.0040,0.8960,0.1070,0.0010,0
2490,1.0520,0.9350,0.1170,0.0000,0
2491,1.0370,0.9110,0.1250,0.0010,0
2492,1.0130,0.9150,0.0970,0.0010,0
2493,1.0120,0.9150,0.0960,0.0010,0
2494,1.0940,0.9970,0.0960,0.0010,0
2495,0.9940,0.8940,0.0990,0.0010,0
2496,0.9920,0.8950,0.0960,0.0010,0
2497,1.0100,0.9130,0.0960,0.0010,0
2498,1.0230,0.9080,0.1140,0.0010,0
2499,1.0670,0.9520,0.1140,0.0010,0
2500,0.9960,0.8980,0.0960,0.0010,0
2501,0.9930,0.8960,0.0960,0.0010,0
2502,0.9920,0.8950,0.0960,0.0010,0
2503,0.9880,0.8920,0.0960,0.0000,0
2504,0.9980,0.9010,0.0960,0.0010,0
2505,0.9950,0.8980,0.0960,0.0010,0
2506,1.0220,0.9150,0.1070,0.0000,0
2507,1.0970,0.9840,0.1130,0.0000,0
2508,0.9920,0.8950,0.0970,0.0000,0
2509,1.0060,0.9090,0.0960,0.0010,0
2510,0.9900,0.8930,0.0970,0.0000,0
2511,1.0020,0.9040,0.0980,0.0000,0
2512,1.0020,0.9050,0.0960,0.0010,0
2513,0.9870,0.8900,0.0960,0.0010,0
2514,1.0340,0.9360,0.0970,0.0010,0
2515,1.1030,0.9800,0.1220,0.0010,0
2516,1.0140,0.9100,0.1030,0.0010,0
2517,0.9920,0.8930,0.0980,0.0010,0
2518,1.0070,0.9080,0.0980,0.0010,0
2519,1.0040,0.9040,0.0990,0.0010,0
2520,1.0020,0.9030,0.0990,0.0000,0
2521,1.0100,0.9110,0.0990,0.0000,0
2522,1.0200,0.9220,0.0980,0.0000,0
2523,1.0920,0.9950,0.0970,0.0000,0
2524,0.9900,0.8920,0.0970,0.0010,0
2525,0.9870,0.8900,0.0960,0.0010,0
2526,0.9870,0.8900,0.0960,0.0010,0
2527,0.9840,0.8870,0.0970,0.0000,0
2528,1.0030,0.9060,0.0970,0.0000,0
2529,0.9850,0.8880,0.0970,0.0000,0
2530,0.9990,0.9020,0.0970,0.0000,0
2531,1.0510,0.9170,0.1330,0.0010,0
2532,0.9920,0.8950,0.0970,0.0000,0
2533,1.0130,0.9160,0.0960,0.0010,0
2534,1.0120,0.9150,0.0970,0.0000,0
2535,0.9910,0.8950,0.0960,0.0000,0
2536,0.9870,0.8910,0.0960,0.0000,0
2537,0.9910,0.8940,0.0960,0.0010,0
2538,0.9980,0.9010,0.0960,0.0010,0
2539,1.0340,0.9050,0.1280,0.0010,0
2540,1.0510,0.9530,0.0970,0.0010,0
2541,0.9940,0.8970,0.0970,0.0000,0
2542,0.9950,0.8990,0.0960,0.0000,0
2543,0.9970,0.9000,0.0960,0.0010,0
2544,0.9910,0.8940,0.0960,0.0010,0
2545,0.9890,0.8930,0.0960,0.0000,0
2546,1.0180,0.9110,0.1060,0.0010,0
2547,1.0230,0.8950,0.1270,0.0010,0
2548,1.0610,0.9630,0.0970,0.0010,0
2549,0.9910,0.8940,0.0960,0.0010,0
2550,0.9920,0.8950,0.0960,0.0010,0
2551,0.9890,0.8920,0.0960,0.0010,0
2552,0.9930,0.8960,0.0970,0.0000,0
2553,0.9950,0.8980,0.0960,0.0010,0
2554,1.0090,0.9020,0.1070,0.0000,0
2555,1.0390,0.9180,0.1200,0.0010,0
2556,1.2480,1.0200,0.2260,0.0020,0
2557,1.0490,0.9450,0.1030,0.0010,0
2558,1.0150,0.9020,0.1130,0.0000,0
2559,1.0010,0.9040,0.0970,0.0000,0
2560,0.9980,0.9020,0.0960,0.0000,0
2561,0.9980,0.9010,0.0960,0.0010,0
2562,1.0050,0.9080,0.0960,0.0010,0
2563,1.0720,0.9630,0.1090,0.0000,0
2564,1.0420,0.9450,0.0970,0.0000,0
2565,0.9970,0.9000,0.0960,0.0010,0
2566,0.9920,0.8960,0.0960,0.0000,0
2567,0.9920,0.8950,0.0970,0.0000,0
2568,0.9880,0.8910,0.0960,0.0010,0
2569,1.0060,0.9090,0.0970,0.0000,0
2570,1.0010,0.9040,0.0960,0.0010,0
2571,1.0380,0.9380,0.0990,0.0010,0
2572,1.0740,0.9440,0.1290,0.0010,0
2573,1.0040,0.9050,0.0960,0.0010,0
2574,1.0010,0.9040,0.0960,0.0010,0
2575,0.9940,0.8970,0.0970,0.0000,0
2576,0.9960,0.8990,0.0960,0.0010,0
2577,0.9920,0.8950,0.0970,0.0000,0
2578,1.0020,0.9040,0.0970,0.0010,0
2579,1.0360,0.9390,0.0970,0.0000,0
2580,1.0000,0.9030,0.0960,0.0010,0
2581,1.0630,0.9530,0.1090,0.0010,0
2582,1.0130,0.9130,0.1000,0.0000,0
2583,0.9940,0.8960,0.0970,0.0010,0
2584,1.0080,0.9040,0.1030,0.0010,0
2585,1.0130,0.9010,0.1110,0.0010,1
2586,1.1280,1.0100,0.1170,0.0010,1
2587,1.1150,1.0070,0.1070,0.0010,1
2588,1.1290,0.9890,0.1390,0.0010,1
2589,1.1350,1.0350,0.1000,0.0000,1
2590,1.0110,0.9120,0.0990,0.0000,1
2591,1.0310,0.9190,0.1110,0.0010,1
2592,1.0510,0.9530,0.0970,0.0010,1
2593,1.0290,0.9310,0.0970,0.0010,1
2594,1.0490,0.9510,0.0980,0.0000,1
2595,0.9990,0.9010,0.0970,0.0010,1
2596,1.0640,0.9560,0.1080,0.0000,1
2597,1.1020,0.9920,0.1100,0.0000,1
2598,1.2910,1.1470,0.1430,0.0010,1
2599,1.4390,1.2780,0.1600,0.0010,1
2600,1.3170,1.1750,0.1420,0.0000,1
2601,1.1260,0.9860,0.1390,0.0010,1
2602,1.0100,0.9100,0.0990,0.0010,1
2603,1.0630,0.9570,0.1050,0.0010,1
2604,1.0490,0.9530,0.0960,0.0000,1
2605,1.0270,0.9300,0.0970,0.0000,1
2606,1.0130,0.9130,0.0990,0.0010,1
2607,1.0100,0.9110,0.0980,0.0010,1
2608,1.0240,0.9200,0.1040,0.0000,1
2609,1.0690,0.9710,0.0980,0.0000,1
2610,1.0150,0.9170,0.0970,0.0010,1
2611,1.0680,0.9330,0.1340,0.0010,1
2612,1.0580,0.9590,0.0980,0.0010,1
2613,1.1880,1.0550,0.1320,0.0010,1
2614,1.0380,0.9280,0.1090,0.0000,1
2615,1.0210,0.9230,0.0970,0.0010,1
2616,1.0410,0.9320,0.1080,0.0010,1
2617,1.0180,0.9210,0.0960,0.0010,1
2618,1.0150,0.9180,0.0970,0.0000,1
2619,1.0530,0.9320,0.1200,0.0010,1
2620,0.9990,0.9010,0.0970,0.0010,1
2621,1.0030,0.9050,0.0970,0.0010,1
2622,1.0220,0.9230,0.0990,0.0000,1
2623,1.0080,0.9080,0.0990,0.0010,1
2624,1.0350,0.9310,0.1030,0.0010,1
2625,1.0510,0.9500,0.1000,0.0010,1
2626,1.0150,0.9140,0.1000,0.0010,1
2627,1.0850,0.9610,0.1230,0.0010,1
2628,1.0360,0.9380,0.0970,0.0010,1
2629,0.9970,0.8980,0.0980,0.0010,1
2630,0.9950,0.8960,0.0980,0.0000,1
2631,1.0190,0.9210,0.0970,0.0010,1
2632,1.0430,0.9440,0.0980,0.0010,1
2633,1.0140,0.9160,0.0980,0.0000,1
2634,0.9990,0.9010,0.0970,0.0010,1
2635,1.0170,0.9190,0.0970,0.0010,1
2636,1.0500,0.9520,0.0970,0.0000,1
2637,1.0540,0.9570,0.0960,0.0010,1
2638,1.0150,0.8990,0.1160,0.0000,1
2639,1.0110,0.9130,0.0980,0.0000,1
2640,1.0420,0.9440,0.0970,0.0010,1
2641,1.0650,0.9680,0.0960,0.0010,1
2642,0.9970,0.9000,0.0970,0.0000,1
2643,0.9950,0.8970,0.0970,0.0000,1
2644,1.0560,0.9560,0.0990,0.0010,1
2645,1.0150,0.9170,0.0970,0.0010,1
2646,1.0020,0.9050,0.0960,0.0010,1
2647,1.0350,0.9370,0.0970,0.0010,1
2648,1.0400,0.9420,0.0970,0.0010,1
2649,0.9910,0.8940,0.0970,0.0000,1
2650,1.0100,0.9130,0.0970,0.0000,1
2651,1.0150,0.9170,0.0970,0.0010,1
2652,1.0540,0.9560,0.0980,0.0000,1
2653,1.0010,0.9040,0.0970,0.0000,1
2654,1.0020,0.9050,0.0970,0.0000,1
2655,1.0020,0.9050,0.0960,0.0010,1
2656,1.0370,0.9390,0.0970,0.0010,1
2657,0.9970,0.8990,0.0980,0.0000,1
2658,0.9920,0.8950,0.0960,0.0010,1
2659,1.0140,0.9170,0.0960,0.0010,1
2660,1.0500,0.9530,0.0960,0.0010,1
2661,0.9960,0.8980,0.0970,0.0010,1
2662,1.0090,0.9120,0.0960,0.0010,1
2663,1.0030,0.9060,0.0960,0.0010,1
2664,1.0410,0.9440,0.0970,0.0000,1
2665,0.9960,0.8990,0.0970,0.0000,1
2666,0.9900,0.8930,0.0970,0.0000,1
2667,1.0010,0.8990,0.1020,0.0000,2
2668,1.0310,0.9340,0.0970,0.0000,2
2669,0.9950,0.8950,0.0990,0.0010,2
2670,0.9970,0.9000,0.0960,0.0010,2
2671,1.0010,0.9030,0.0970,0.0010,2
2672,1.0380,0.9410,0.0960,0.0010,2
2673,0.9940,0.8930,0.1010,0.0000,2
2674,0.9920,0.8950,0.0970,0.0000,2
2675,1.0080,0.9110,0.0960,0.0010,2
2676,1.0010,0.9040,0.0970,0.0000,2
2677,1.0460,0.9490,0.0970,0.0000,2
2678,0.9950,0.8980,0.0960,0.0010,2
2679,1.0080,0.9110,0.0970,0.0000,2
2680,1.0600,0.9630,0.0970,0.0000,2
2681,0.9920,0.8950,0.0960,0.0010,2
2682,0.9960,0.8990,0.0970,0.0000,2
2683,0.9940,0.8970,0.0970,0.0000,2
2684,0.9910,0.8940,0.0960,0.0010,2
2685,1.0640,0.9670,0.0960,0.0010,2
2686,1.0040,0.8960,0.1060,0.0020,3
2687,1.0710,0.9720,0.0980,0.0010,3
2688,1.0410,0.9430,0.0970,0.0010,3
2689,0.9890,0.8920,0.0970,0.0000,3
2690,0.9870,0.8900,0.0960,0.0010,3
2691,1.0030,0.9060,0.0960,0.0010,3
2692,1.0090,0.9120,0.0960,0.0010,3
2693,1.0460,0.9500,0.0960,0.0000,3
2694,0.9960,0.8980,0.0970,0.0010,3
2695,1.0020,0.9050,0.0970,0.0000,3
2696,1.0540,0.9560,0.0970,0.0010,3
2697,0.9960,0.8980,0.0970,0.0010,3
2698,0.9960,0.8990,0.0970,0.0000,3
2699,1.0050,0.9080,0.0960,0.0010,3
2700,0.9860,0.8890,0.0960,0.0010,3
2701,1.0340,0.9370,0.0970,0.0000,3
2702,0.9890,0.8920,0.0970,0.0000,3
2703,1.0040,0.9060,0.0970,0.0010,3
2704,1.0510,0.9510,0.0990,0.0010,3
2705,0.9890,0.8920,0.0960,0.0010,3
2706,1.0040,0.9070,0.0960,0.0010,3
2707,0.9900,0.8930,0.0960,0.0010,4
2708,0.9930,0.8950,0.0970,0.0010,4
2709,1.0370,0.9100,0.1260,0.0010,4
2710,1.0230,0.9250,0.0970,0.0010,4
2711,1.0750,0.9530,0.1220,0.0000,4
2712,0.9860,0.8880,0.0970,0.0010,4
2713,0.9950,0.8980,0.0960,0.0010,4
2714,0.9830,0.8860,0.0970,0.0000,4
2715,0.9830,0.8860,0.0960,0.0010,4
2716,0.9960,0.9000,0.0960,0.0000,4
2717,1.0010,0.9040,0.0960,0.0010,4
2718,1.0710,0.9740,0.0970,0.0000,4
2719,0.9930,0.8960,0.0960,0.0010,4
2720,1.0300,0.9320,0.0970,0.0000,4
2721,0.9920,0.8950,0.0960,0.0010,4
2722,0.9990,0.9030,0.0960,0.0000,4
2723,0.9830,0.8860,0.0970,0.0000,4
2724,0.9820,0.8850,0.0970,0.0000,4
2725,0.9980,0.9020,0.0960,0.0000,4
2726,1.0410,0.9440,0.0970,0.0000,4
2727,0.9970,0.8990,0.0970,0.0000,4
2728,1.0340,0.9370,0.0970,0.0000,4
2729,0.9970,0.9000,0.0970,0.0000,4
2730,0.9850,0.8880,0.0960,0.0010,4
2731,0.9890,0.8920,0.0970,0.0000,4
2732,0.9880,0.8910,0.0960,0.0010,4
2733,1.0060,0.8990,0.1070,0.0000,4
2734,1.0420,0.9310,0.1100,0.0010,4
2735,1.0600,0.9390,0.1200,0.0010,4
2736,1.0230,0.9250,0.0970,0.0010,5
2737,1.0010,0.9040,0.0970,0.0000,5
2738,0.9890,0.8930,0.0960,0.0000,5
2739,0.9870,0.8870,0.0990,0.0010,5
2740,0.9830,0.8870,0.0960,0.0000,6
2741,0.9820,0.8850,0.0960,0.0010,6
2742,1.0270,0.9080,0.1180,0.0010,6
2743,1.0610,0.9430,0.1170,0.0010,6
2744,1.0090,0.9120,0.0960,0.0010,6
2745,0.9870,0.8900,0.0970,0.0000,6
2746,1.0290,0.9290,0.1000,0.0000,6
2747,1.0130,0.9160,0.0960,0.0010,6
2748,0.9920,0.8950,0.0970,0.0000,6
2749,0.9940,0.8980,0.0960,0.0000,6
2750,1.0110,0.9140,0.0970,0.0000,6
2751,1.1430,1.0140,0.1290,0.0000,6
2752,0.9910,0.8940,0.0970,0.0000,6
2753,0.9860,0.8890,0.0970,0.0000,6
2754,0.9980,0.9010,0.0970,0.0000,6
2755,0.9890,0.8920,0.0960,0.0010,6
2756,0.9910,0.8940,0.0960,0.0010,6
2757,0.9870,0.8900,0.0960,0.0010,6
2758,1.0050,0.9080,0.0970,0.0000,6
2759,1.1020,0.9730,0.1280,0.0010,6
2760,0.9930,0.8960,0.0970,0.0000,6
2761,0.9870,0.8890,0.0970,0.0010,6
2762,1.0130,0.9170,0.0960,0.0000,7
2763,0.9870,0.8890,0.0970,0.0010,7
2764,1.0010,0.9030,0.0980,0.0000,7
2765,1.0000,0.9020,0.0980,0.0000,7
2766,1.0040,0.9050,0.0980,0.0010,7
2767,1.0820,0.9690,0.1120,0.0010,7
2768,1.0250,0.9280,0.0970,0.0000,7
2769,1.0080,0.9110,0.0960,0.0010,7
2770,0.9970,0.9000,0.0960,0.0010,7
2771,1.0100,0.9130,0.0970,0.0000,7
2772,0.9890,0.8920,0.0970,0.0000,7
2773,0.9920,0.8950,0.0960,0.0010,7
2774,0.9940,0.8970,0.0960,0.0010,7
2775,1.0350,0.9170,0.1170,0.0000,7
2776,1.0480,0.9490,0.0980,0.0010,7
2777,1.0080,0.9050,0.1020,0.0010,7
2778,0.9960,0.8980,0.0970,0.0010,7
2779,1.0010,0.9030,0.0970,0.0010,7
2780,0.9860,0.8890,0.0960,0.0010,7
2781,0.9920,0.8940,0.0970,0.0010,7
2782,1.0020,0.8880,0.1130,0.0010,7
2783,0.9970,0.8990,0.0970,0.0010,7
2784,1.0830,0.9850,0.0970,0.0000,7
2785,0.9910,0.8940,0.0970,0.0000,7
2786,0.9890,0.8920,0.0960,0.0010,7
2787,0.9870,0.8900,0.0960,0.0010,7
2788,0.9880,0.8910,0.0960,0.0010,7
2789,0.9900,0.8930,0.0960,0.0010,7
2790,0.9920,0.8950,0.0960,0.0010,7
2791,1.0010,0.9040,0.0970,0.0000,7
2792,1.0710,0.9740,0.0970,0.0000,7
2793,0.9990,0.9020,0.0960,0.0010,7
2794,1.0120,0.9150,0.0970,0.0000,7
2795,1.0190,0.9220,0.0960,0.0010,7
2796,1.0080,0.9110,0.0960,0.0010,7
2797,1.0060,0.9090,0.0970,0.0000,8
2798,1.0080,0.9110,0.0960,0.0010,8
2799,1.0200,0.9220,0.0970,0.0010,8
2800,1.0840,0.9870,0.0970,0.0000,8
2801,0.9980,0.8980,0.0990,0.0010,8
2802,1.0120,0.9150,0.0960,0.0010,8
2803,0.9940,0.8970,0.0970,0.0000,8
2804,0.9940,0.8970,0.0960,0.0010,8
2805,0.9940,0.8970,0.0960,0.0010,8
2806,1.0080,0.9120,0.0960,0.0000,8
2807,1.0000,0.9020,0.0980,0.0000,8
2808,1.0930,0.9960,0.0970,0.0000,8
2809,1.0220,0.9240,0.0970,0.0010,8
2810,0.9960,0.8970,0.0990,0.0000,8
2811,1.0060,0.9050,0.1010,0.0000,8
2812,1.0030,0.9040,0.0990,0.0000,8
2813,1.0010,0.9010,0.1000,0.0000,8
2814,1.0070,0.9080,0.0990,0.0000,8
2815,1.0130,0.9120,0.1010,0.0000,8
2816,1.0470,0.9490,0.0970,0.0010,8
2817,1.0440,0.9450,0.0980,0.0010,9
2818,0.9870,0.8900,0.0970,0.0000,9
2819,1.0020,0.8890,0.1120,0.0010,9
2820,1.0000,0.9040,0.0960,0.0000,9
