iteration,temps_total_ms,temps_fourmis_ms,temps_evap_ms,temps_update_ms,food_quantity
1147,1.0980,1.0000,0.0980,0.0000,0
1148,1.0800,0.9810,0.0980,0.0010,0
1149,1.2130,1.1040,0.1090,0.0000,0
1150,1.3820,1.2360,0.1460,0.0000,0
1151,1.1910,1.0640,0.1270,0.0000,0
1152,1.0850,0.9860,0.0980,0.0010,0
1153,1.0790,0.9790,0.0990,0.0000,0
1154,1.0770,0.9750,0.1020,0.0000,0
1155,1.0810,0.9800,0.1000,0.0010,0
1156,1.0730,0.9750,0.0980,0.0000,0
1157,1.1050,1.0080,0.0970,0.0000,0
1158,1.0790,0.9700,0.1090,0.0000,0
1159,1.0640,0.9660,0.0970,0.0010,0
1160,1.0750,0.9770,0.0970,0.0010,0
1161,1.0640,0.9660,0.0970,0.0010,0
1162,1.0710,0.9710,0.1000,0.0000,0
1163,1.0930,0.9950,0.0970,0.0010,0
1164,1.0870,0.9880,0.0990,0.0000,0
1165,1.1830,1.0820,0.1000,0.0010,0
1166,1.0810,0.9840,0.0970,0.0000,0
1167,1.0580,0.9610,0.0970,0.0000,0
1168,1.0820,0.9850,0.0960,0.0010,0
1169,1.0750,0.9780,0.0970,0.0000,0
1170,1.0610,0.9630,0.0980,0.0000,0
1171,1.0820,0.9810,0.1000,0.0010,0
1172,1.0830,0.9860,0.0960,0.0010,0
1173,1.0720,0.9750,0.0970,0.0000,0
1174,1.0620,0.9640,0.0970,0.0010,0
1175,1.0590,0.9620,0.0960,0.0010,0
1176,1.0570,0.9600,0.0960,0.0000,0
1177,1.0560,0.9590,0.0960,0.0010,0
1178,1.0530,0.9570,0.0960,0.0000,0
1179,1.0540,0.9570,0.0960,0.0010,0
1180,1.0760,0.9790,0.0960,0.0010,0
1181,1.0760,0.9790,0.0970,0.0000,0
1182,1.0790,0.9820,0.0960,0.0010,0
1183,1.0610,0.9640,0.0960,0.0010,0
1184,1.0570,0.9600,0.0960,0.0010,0
1185,1.0590,0.9610,0.0970,0.0010,0
1186,1.0520,0.9550,0.0960,0.0010,0
1187,1.0540,0.9580,0.0960,0.0000,0
1188,1.0760,0.9790,0.0960,0.0000,0
1189,1.0780,0.9810,0.0960,0.0010,0
1190,1.0560,0.9590,0.0970,0.0000,0
1191,1.0580,0.9610,0.0960,0.0010,0
1192,1.0540,0.9580,0.0960,0.0000,0
1193,1.0860,0.9890,0.0960,0.0010,0
1194,1.1110,1.0130,0.0970,0.0010,0
1195,1.0830,0.9860,0.0970,0.0000,0
1196,1.1270,1.0290,0.0970,0.0010,0
1197,1.0650,0.9670,0.0980,0.0000,0
1198,1.0630,0.9630,0.1000,0.0000,0
1199,1.0700,0.9730,0.0970,0.0000,0
1200,1.0660,0.9690,0.0970,0.0000,0
1201,1.0640,0.9670,0.0970,0.0000,0
1202,1.0660,0.9690,0.0970,0.0000,0
1203,1.0830,0.9670,0.1160,0.0000,0
1204,1.0740,0.9760,0.0970,0.0010,0
1205,1.0560,0.9590,0.0960,0.0010,0
1206,1.0800,0.9830,0.0960,0.0010,0
1207,1.1080,1.0110,0.0960,0.0010,0
1208,1.0650,0.9680,0.0970,0.0000,0
1209,1.0550,0.9580,0.0960,0.0010,0
1210,1.0540,0.9570,0.0960,0.0010,0
1211,1.0850,0.9880,0.0970,0.0000,0
1212,1.0530,0.9550,0.0970,0.0010,0
1213,1.0630,0.9650,0.0970,0.0010,0
1214,1.0600,0.9630,0.0970,0.0000,0
1215,1.0540,0.9570,0.0970,0.0000,0
1216,1.0480,0.9520,0.0960,0.0000,0
1217,1.0730,0.9760,0.0960,0.0010,0
1218,1.0580,0.9600,0.0970,0.0000,0
1219,1.0920,0.9960,0.0960,0.0000,0
1220,1.0630,0.9630,0.0990,0.0010,0
1221,1.0510,0.9550,0.0960,0.0000,0
1222,1.0470,0.9500,0.0960,0.0010,0
1223,1.0540,0.9570,0.0960,0.0010,0
1224,1.0690,0.9720,0.0960,0.0010,0
1225,1.0670,0.9710,0.0960,0.0000,0
1226,1.0710,0.9710,0.0990,0.0010,0
1227,1.0840,0.9870,0.0960,0.0010,0
1228,1.0720,0.9750,0.0970,0.0000,0
1229,1.0520,0.9560,0.0960,0.0000,0
1230,1.0550,0.9580,0.0960,0.0010,0
1231,1.0530,0.9560,0.0960,0.0010,0
1232,1.0570,0.9600,0.0960,0.0010,0
1233,1.0650,0.9680,0.0970,0.0000,0
1234,1.0730,0.9770,0.0960,0.0000,0
1235,1.0790,0.9800,0.0980,0.0010,0
1236,1.0620,0.9650,0.0970,0.0000,0
1237,1.0570,0.9600,0.0960,0.0010,0
1238,1.0590,0.9620,0.0970,0.0000,0
1239,1.0770,0.9800,0.0960,0.0010,0
1240,1.0540,0.9570,0.0970,0.0000,0
1241,1.0540,0.9580,0.0960,0.0000,0
1242,1.0870,0.9720,0.1130,0.0020,0
1243,1.0670,0.9700,0.0960,0.0010,0
1244,1.0610,0.9640,0.0960,0.0010,0
1245,1.0700,0.9730,0.0960,0.0010,0
1246,1.0620,0.9630,0.0980,0.0010,0
1247,1.0640,0.9670,0.0960,0.0010,0
1248,1.0580,0.9580,0.0990,0.0010,0
1249,1.0690,0.9720,0.0970,0.0000,0
1250,1.0750,0.9780,0.0960,0.0010,0
1251,1.0610,0.9610,0.0990,0.0010,0
1252,1.0640,0.9650,0.0980,0.0010,0
1253,1.0560,0.9590,0.0960,0.0010,0
1254,1.0630,0.9670,0.0960,0.0000,0
1255,1.0750,0.9780,0.0960,0.0010,0
1256,1.0630,0.9660,0.0970,0.0000,0
1257,1.0740,0.9770,0.0960,0.0010,0
1258,1.0850,0.9860,0.0990,0.0000,0
1259,1.0590,0.9630,0.0960,0.0000,0
1260,1.0520,0.9560,0.0960,0.0000,0
1261,1.0710,0.9560,0.1150,0.0000,0
1262,1.0600,0.9630,0.0960,0.0000,0
1263,1.0620,0.9650,0.0960,0.0010,0
1264,1.0710,0.9740,0.0960,0.0010,0
1265,1.0560,0.9590,0.0960,0.0010,0
1266,1.1020,1.0050,0.0960,0.0010,0
1267,1.0600,0.9580,0.1000,0.0010,0
1268,1.0500,0.9530,0.0960,0.0010,0
1269,1.0550,0.9580,0.0960,0.0010,0
1270,1.0510,0.9540,0.0960,0.0010,0
1271,1.0710,0.9740,0.0970,0.0000,0
1272,1.0910,0.9920,0.0980,0.0010,0
1273,1.0830,0.9850,0.0980,0.0000,0
1274,1.0830,0.9860,0.0960,0.0010,0
1275,1.0510,0.9550,0.0960,0.0000,0
1276,1.0650,0.9680,0.0960,0.0010,0
1277,1.0900,0.9930,0.0970,0.0000,0
1278,1.0730,0.9720,0.1010,0.0000,0
1279,1.0970,0.9920,0.1040,0.0010,0
1280,1.0710,0.9710,0.0990,0.0010,0
1281,1.0820,0.9650,0.1150,0.0020,0
1282,1.0670,0.9710,0.0960,0.0000,0
1283,1.0550,0.9590,0.0960,0.0000,0
1284,1.0570,0.9600,0.0960,0.0010,0
1285,1.0720,0.9570,0.1140,0.0010,0
1286,1.0540,0.9570,0.0960,0.0010,0
1287,1.0750,0.9780,0.0960,0.0000,0
1288,1.0630,0.9670,0.0960,0.0000,0
1289,1.0840,0.9870,0.0960,0.0010,0
1290,1.0610,0.9650,0.0960,0.0000,0
1291,1.0710,0.9740,0.0960,0.0010,0
1292,1.0610,0.9650,0.0960,0.0000,0
1293,1.0590,0.9620,0.0960,0.0010,0
1294,1.0730,0.9640,0.1080,0.0010,0
1295,1.0610,0.9640,0.0960,0.0010,0
1296,1.0590,0.9620,0.0960,0.0010,0
1297,1.0900,0.9930,0.0960,0.0010,0
1298,1.0590,0.9620,0.0960,0.0010,0
1299,1.0610,0.9640,0.0960,0.0010,0
1300,1.0610,0.9640,0.0960,0.0010,0
1301,1.0530,0.9560,0.0960,0.0010,0
1302,1.0670,0.9700,0.0960,0.0010,0
1303,1.0530,0.9570,0.0960,0.0000,0
1304,1.0580,0.9610,0.0970,0.0000,0
1305,1.0830,0.9870,0.0960,0.0000,0
1306,1.0570,0.9600,0.0970,0.0000,0
1307,1.0590,0.9620,0.0970,0.0000,0
1308,1.0710,0.9750,0.0960,0.0000,0
1309,1.0620,0.9660,0.0960,0.0000,0
1310,1.0780,0.9820,0.0960,0.0000,0
1311,1.0630,0.9660,0.0960,0.0010,0
1312,1.0610,0.9640,0.0960,0.0010,0
1313,1.1420,1.0440,0.0970,0.0010,0
1314,1.1370,1.0230,0.1130,0.0010,0
1315,1.1500,1.0450,0.1040,0.0010,0
1316,1.0630,0.9640,0.0980,0.0010,0
1317,1.0590,0.9610,0.0980,0.0000,0
1318,1.0990,0.9970,0.1010,0.0010,0
1319,1.0810,0.9780,0.1020,0.0010,0
1320,1.1200,1.0220,0.0970,0.0010,0
1321,1.0680,0.9690,0.0980,0.0010,0
1322,1.0740,0.9770,0.0960,0.0010,0
1323,1.1010,1.0040,0.0960,0.0010,0
1324,1.0870,0.9790,0.1070,0.0010,0
1325,1.1080,1.0070,0.1000,0.0010,0
1326,1.0820,0.9760,0.1060,0.0000,0
1327,1.0610,0.9640,0.0960,0.0010,0
1328,1.0700,0.9730,0.0970,0.0000,0
1329,1.1050,0.9900,0.1140,0.0010,0
1330,1.0810,0.9800,0.1000,0.0010,0
1331,1.0960,0.9920,0.1020,0.0010,0
1332,1.0900,0.9860,0.1030,0.0010,0
1333,1.0650,0.9680,0.0960,0.0010,0
1334,1.0990,1.0010,0.0970,0.0000,0
1335,1.1530,1.0500,0.1020,0.0010,0
1336,1.0980,0.9800,0.1170,0.0010,0
1337,1.1100,1.0120,0.0970,0.0010,0
1338,1.0640,0.9660,0.0970,0.0010,0
1339,1.0760,0.9790,0.0960,0.0010,0
1340,1.0700,0.9730,0.0970,0.0000,0
1341,1.0560,0.9570,0.0990,0.0000,0
1342,1.0540,0.9550,0.0990,0.0000,0
1343,1.0930,0.9960,0.0960,0.0010,0
1344,1.0860,0.9880,0.0970,0.0010,0
1345,1.0580,0.9600,0.0970,0.0010,0
1346,1.0630,0.9660,0.0970,0.0000,0
1347,1.1050,1.0040,0.1000,0.0010,0
1348,1.0540,0.9560,0.0980,0.0000,0
1349,1.0570,0.9590,0.0970,0.0010,0
1350,1.0780,0.9660,0.1120,0.0000,0
1351,1.0810,0.9840,0.0970,0.0000,0
1352,1.0910,0.9940,0.0970,0.0000,0
1353,1.0780,0.9810,0.0970,0.0000,0
1354,1.0770,0.9800,0.0970,0.0000,0
1355,1.0550,0.9580,0.0970,0.0000,0
1356,1.0560,0.9590,0.0960,0.0010,0
1357,1.0570,0.9600,0.0960,0.0010,0
1358,1.0580,0.9620,0.0960,0.0000,0
1359,1.0790,0.9830,0.0960,0.0000,0
1360,1.0630,0.9650,0.0980,0.0000,0
1361,1.0630,0.9660,0.0960,0.0010,0
1362,1.0770,0.9800,0.0960,0.0010,0
1363,1.0650,0.9680,0.0970,0.0000,0
1364,1.0780,0.9810,0.0960,0.0010,0
1365,1.0610,0.9650,0.0960,0.0000,0
1366,1.0700,0.9740,0.0960,0.0000,0
1367,1.0880,0.9910,0.0960,0.0010,0
1368,1.0660,0.9690,0.0970,0.0000,0
1369,1.0730,0.9760,0.0960,0.0010,0
1370,1.1050,1.0090,0.0960,0.0000,0
1371,1.0640,0.9610,0.1020,0.0010,0
1372,1.0640,0.9680,0.0960,0.0000,0
1373,1.0570,0.9600,0.0970,0.0000,0
1374,1.0770,0.9790,0.0970,0.0010,0
1375,1.0770,0.9790,0.0970,0.0000,0
1376,1.0690,0.9700,0.0980,0.0010,0
1377,1.1000,0.9870,0.1120,0.0010,0
1378,1.0630,0.9660,0.0960,0.0010,0
1379,1.0580,0.9610,0.0960,0.0010,0
1380,1.0560,0.9600,0.0960,0.0000,0
1381,1.0540,0.9570,0.0960,0.0010,0
1382,1.0750,0.9790,0.0960,0.0000,0
1383,1.0520,0.9550,0.0960,0.0010,0
1384,1.0790,0.9710,0.1070,0.0010,0
1385,1.0590,0.9630,0.0960,0.0000,0
1386,1.0810,0.9840,0.0960,0.0010,0
1387,1.0550,0.9590,0.0960,0.0000,0
1388,1.0550,0.9580,0.0960,0.0010,0
1389,1.0530,0.9560,0.0960,0.0010,0
1390,1.0770,0.9800,0.0960,0.0010,0
1391,1.0520,0.9550,0.0970,0.0000,0
1392,1.0750,0.9790,0.0960,0.0000,0
1393,1.0560,0.9600,0.0960,0.0000,0
1394,1.0600,0.9630,0.0960,0.0010,0
1395,1.0550,0.9580,0.0960,0.0010,0
1396,1.0530,0.9570,0.0960,0.0000,0
1397,1.0700,0.9550,0.1150,0.0000,0
1398,1.0650,0.9680,0.0970,0.0000,0
1399,1.0520,0.9560,0.0960,0.0000,0
1400,1.0950,0.9990,0.0960,0.0000,0
1401,1.0520,0.9540,0.0970,0.0010,0
1402,1.0560,0.9590,0.0960,0.0010,0
1403,1.0580,0.9610,0.0960,0.0010,0
1404,1.0550,0.9590,0.0960,0.0000,0
1405,1.0530,0.9560,0.0960,0.0010,0
1406,1.0740,0.9770,0.0970,0.0000,0
1407,1.0630,0.9630,0.0990,0.0010,0
1408,1.0470,0.9500,0.0960,0.0010,0
1409,1.0610,0.9640,0.0960,0.0010,0
1410,1.1080,0.9970,0.1100,0.0010,0
1411,1.0550,0.9580,0.0970,0.0000,0
1412,1.0550,0.9580,0.0970,0.0000,0
1413,1.0650,0.9540,0.1100,0.0010,0
1414,1.0510,0.9540,0.0960,0.0010,0
1415,1.0680,0.9710,0.0970,0.0000,0
1416,1.0490,0.9520,0.0970,0.0000,0
1417,1.0510,0.9510,0.1000,0.0000,0
1418,1.0620,0.9620,0.0990,0.0010,0
1419,1.0530,0.9560,0.0960,0.0010,0
1420,1.0600,0.9630,0.0960,0.0010,0
1421,1.1080,1.0120,0.0960,0.0000,0
1422,1.0720,0.9630,0.1080,0.0010,0
1423,1.0520,0.9550,0.0970,0.0000,0
1424,1.0500,0.9530,0.0960,0.0010,0
1425,1.0510,0.9540,0.0970,0.0000,0
1426,1.0480,0.9510,0.0960,0.0010,0
1427,1.0510,0.9540,0.0960,0.0010,0
1428,1.0480,0.9510,0.0960,0.0010,0
1429,1.0810,0.9840,0.0970,0.0000,0
1430,1.0710,0.9740,0.0970,0.0000,0
1431,1.0630,0.9660,0.0960,0.0010,0
1432,1.0540,0.9570,0.0970,0.0000,0
1433,1.0670,0.9700,0.0970,0.0000,0
1434,1.0480,0.9510,0.0960,0.0010,0
1435,1.0490,0.9520,0.0960,0.0010,0
1436,1.0500,0.9500,0.0990,0.0010,0
1437,1.0770,0.9800,0.0960,0.0010,0
1438,1.0730,0.9760,0.0960,0.0010,0
1439,1.0540,0.9570,0.0970,0.0000,0
1440,1.0530,0.9560,0.0960,0.0010,0
1441,1.0490,0.9520,0.0960,0.0010,0
1442,1.0480,0.9510,0.0960,0.0000,0
1443,1.0620,0.9650,0.0970,0.0000,0
1444,1.0640,0.9670,0.0960,0.0010,0
1445,1.0900,0.9900,0.0990,0.0010,0
1446,1.0650,0.9600,0.1050,0.0000,0
1447,1.0520,0.9550,0.0960,0.0010,0
1448,1.0530,0.9560,0.0960,0.0010,0
1449,1.0560,0.9570,0.0990,0.0000,0
1450,1.1110,1.0140,0.0970,0.0000,0
1451,1.0580,0.9600,0.0980,0.0000,0
1452,1.0480,0.9520,0.0960,0.0000,0
1453,1.0850,0.9870,0.0970,0.0010,0
1454,1.0470,0.9500,0.0970,0.0000,0
1455,1.0630,0.9660,0.0960,0.0010,0
1456,1.0510,0.9540,0.0960,0.0010,0
1457,1.0540,0.9540,0.1000,0.0000,0
1458,1.0880,0.9900,0.0970,0.0010,0
1459,1.0600,0.9570,0.1030,0.0000,0
1460,1.0500,0.9530,0.0960,0.0010,0
1461,1.0800,0.9830,0.0970,0.0000,0
1462,1.0450,0.9480,0.0970,0.0000,0
1463,1.0590,0.9620,0.0960,0.0010,0
1464,1.0500,0.9530,0.0960,0.0010,0
1465,1.0420,0.9450,0.0970,0.0000,0
1466,1.0620,0.9650,0.0960,0.0010,0
1467,1.0410,0.9440,0.0960,0.0010,0
1468,1.0700,0.9690,0.1010,0.0000,0
1469,1.0500,0.9530,0.0970,0.0000,0
1470,1.0550,0.9580,0.0970,0.0000,0
1471,1.0460,0.9500,0.0960,0.0000,0
1472,1.0530,0.9560,0.0960,0.0010,0
1473,1.0470,0.9500,0.0960,0.0010,0
1474,1.0490,0.9520,0.0960,0.0010,0
1475,1.0460,0.9490,0.0960,0.0010,0
1476,1.0790,0.9820,0.0970,0.0000,0
1477,1.0640,0.9490,0.1150,0.0000,0
1478,1.0510,0.9540,0.0960,0.0010,0
1479,1.0420,0.9450,0.0970,0.0000,0
1480,1.0420,0.9450,0.0970,0.0000,0
1481,1.0510,0.9540,0.0960,0.0010,0
1482,1.0510,0.9540,0.0960,0.0010,0
1483,1.0540,0.9570,0.0970,0.0000,0
1484,1.0770,0.9800,0.0970,0.0000,0
1485,1.0470,0.9500,0.0960,0.0010,0
1486,1.0760,0.9790,0.0970,0.0000,0
1487,1.0450,0.9480,0.0960,0.0010,0
1488,1.0510,0.9540,0.0970,0.0000,0
1489,1.0610,0.9640,0.0970,0.0000,0
1490,1.0410,0.9440,0.0960,0.0010,0
1491,1.0550,0.9580,0.0970,0.0000,0
1492,1.0570,0.9600,0.0970,0.0000,0
1493,1.0460,0.9490,0.0970,0.0000,0
1494,1.0530,0.9560,0.0970,0.0000,0
1495,1.0490,0.9520,0.0960,0.0010,0
1496,1.0490,0.9520,0.0970,0.0000,0
1497,1.0540,0.9570,0.0960,0.0010,0
1498,1.0470,0.9500,0.0970,0.0000,0
1499,1.0590,0.9620,0.0960,0.0010,0
1500,1.0710,0.9730,0.0960,0.0010,0
1501,1.0390,0.9430,0.0960,0.0000,0
1502,1.0450,0.9480,0.0970,0.0000,0
1503,1.0420,0.9460,0.0960,0.0000,0
1504,1.0590,0.9620,0.0960,0.0010,0
1505,1.0510,0.9500,0.1000,0.0010,0
1506,1.1330,1.0230,0.1090,0.0010,0
1507,1.0530,0.9550,0.0980,0.0000,0
1508,1.0590,0.9620,0.0960,0.0010,0
1509,1.0470,0.9500,0.0970,0.0000,0
1510,1.0470,0.9500,0.0960,0.0010,0
1511,1.0480,0.9500,0.0970,0.0010,0
1512,1.0500,0.9480,0.1010,0.0000,0
1513,1.0600,0.9630,0.0960,0.0010,0
1514,1.0600,0.9620,0.0970,0.0000,0
1515,1.0470,0.9500,0.0970,0.0000,0
1516,1.0600,0.9630,0.0960,0.0010,0
1517,1.0500,0.9530,0.0960,0.0010,0
1518,1.0510,0.9540,0.0970,0.0000,0
1519,1.0530,0.9560,0.0960,0.0010,0
1520,1.0470,0.9480,0.0990,0.0000,0
1521,1.0480,0.9510,0.0960,0.0010,0
1522,1.0600,0.9630,0.0970,0.0000,0
1523,1.0460,0.9490,0.0970,0.0000,0
1524,1.0740,0.9770,0.0970,0.0000,0
1525,1.0430,0.9460,0.0960,0.0010,0
1526,1.0510,0.9530,0.0970,0.0010,0
1527,1.0390,0.9420,0.0960,0.0010,0
1528,1.0440,0.9470,0.0970,0.0000,0
1529,1.0970,0.9890,0.1070,0.0010,0
1530,1.0510,0.9530,0.0970,0.0000,0
1531,1.0460,0.9490,0.0960,0.0010,0
1532,1.0670,0.9700,0.0960,0.0010,0
1533,1.0460,0.9490,0.0960,0.0010,0
1534,1.0470,0.9500,0.0960,0.0010,0
1535,1.0640,0.9490,0.1150,0.0000,0
1536,1.0420,0.9450,0.0960,0.0010,0
1537,1.0590,0.9610,0.0970,0.0010,0
1538,1.0430,0.9460,0.0960,0.0010,0
1539,1.0460,0.9480,0.0970,0.0010,0
1540,1.0580,0.9600,0.0970,0.0010,0
1541,1.0520,0.9550,0.0960,0.0010,0
1542,1.0490,0.9520,0.0960,0.0010,0
1543,1.0480,0.9510,0.0970,0.0000,0
1544,1.0440,0.9470,0.0960,0.0010,0
1545,1.0550,0.9580,0.0960,0.0010,0
1546,1.0430,0.9460,0.0970,0.0000,0
1547,1.0770,0.9620,0.1140,0.0010,0
1548,1.0430,0.9450,0.0970,0.0010,0
1549,1.0440,0.9470,0.0970,0.0000,0
1550,1.0430,0.9440,0.0990,0.0000,0
1551,1.0390,0.9420,0.0970,0.0000,0
1552,1.0440,0.9470,0.0960,0.0010,0
1553,1.0790,0.9780,0.1010,0.0000,0
1554,1.0480,0.9510,0.0960,0.0010,0
1555,1.0540,0.9570,0.0960,0.0010,0
1556,1.0460,0.9490,0.0970,0.0000,0
1557,1.0470,0.9500,0.0970,0.0000,0
1558,1.0580,0.9610,0.0960,0.0010,0
1559,1.0390,0.9420,0.0960,0.0010,0
1560,1.0530,0.9550,0.0970,0.0010,0
1561,1.0400,0.9430,0.0970,0.0000,0
1562,1.0350,0.9380,0.0970,0.0000,0
1563,1.0500,0.9530,0.0970,0.0000,0
1564,1.0510,0.9540,0.0960,0.0010,0
1565,1.0430,0.9460,0.0960,0.0010,0
1566,1.0450,0.9480,0.0960,0.0010,0
1567,1.0410,0.9420,0.0990,0.0000,0
1568,1.0580,0.9610,0.0970,0.0000,0
1569,1.0540,0.9560,0.0970,0.0010,0
1570,1.0390,0.9420,0.0970,0.0000,0
1571,1.0520,0.9550,0.0970,0.0000,0
1572,1.0400,0.9420,0.0980,0.0000,0
1573,1.0470,0.9480,0.0980,0.0010,0
1574,1.0400,0.9420,0.0980,0.0000,0
1575,1.0400,0.9430,0.0970,0.0000,0
1576,1.0480,0.9510,0.0960,0.0010,0
1577,1.0480,0.9510,0.0960,0.0000,0
1578,1.0430,0.9460,0.0970,0.0000,0
1579,1.0560,0.9590,0.0960,0.0010,0
1580,1.0420,0.9450,0.0960,0.0010,0
1581,1.0580,0.9610,0.0960,0.0010,0
1582,1.0380,0.9410,0.0970,0.0000,0
1583,1.0610,0.9620,0.0990,0.0000,0
1584,1.0440,0.9470,0.0960,0.0010,0
1585,1.0380,0.9410,0.0960,0.0010,0
1586,1.0430,0.9450,0.0970,0.0010,0
1587,1.0560,0.9590,0.0960,0.0010,0
1588,1.0490,0.9520,0.0960,0.0010,0
1589,1.0480,0.9510,0.0970,0.0000,0
1590,1.0470,0.9500,0.0960,0.0010,0
1591,1.0570,0.9600,0.0960,0.0010,0
1592,1.0490,0.9480,0.1010,0.0000,0
1593,1.0390,0.9430,0.0960,0.0000,0
1594,1.0560,0.9590,0.0960,0.0010,0
1595,1.0590,0.9620,0.0970,0.0000,0
1596,1.0420,0.9440,0.0970,0.0010,0
1597,1.1050,1.0030,0.1010,0.0010,0
1598,1.0670,0.9610,0.1050,0.0010,0
1599,1.2270,1.1060,0.1200,0.0010,0
1600,1.1490,1.0260,0.1230,0.0000,0
1601,1.0570,0.9590,0.0970,0.0010,0
1602,1.0690,0.9550,0.1130,0.0010,0
1603,1.2550,1.1530,0.1010,0.0010,0
1604,1.0940,0.9860,0.1070,0.0010,0
1605,1.0650,0.9680,0.0960,0.0010,0
1606,1.0750,0.9760,0.0980,0.0010,0
1607,1.0540,0.9520,0.1010,0.0010,0
1608,1.0890,0.9890,0.1000,0.0000,0
1609,1.0560,0.9570,0.0980,0.0010,0
1610,1.0860,0.9800,0.1050,0.0010,0
1611,1.0600,0.9580,0.1010,0.0010,0
1612,1.0580,0.9570,0.1000,0.0010,0
1613,1.0550,0.9560,0.0980,0.0010,0
1614,1.0450,0.9470,0.0980,0.0000,0
1615,1.0440,0.9460,0.0970,0.0010,0
1616,1.0580,0.9590,0.0980,0.0010,0
1617,1.0450,0.9470,0.0970,0.0010,0
1618,1.0610,0.9630,0.0980,0.0000,0
1619,1.0660,0.9670,0.0990,0.0000,0
1620,1.0510,0.9520,0.0980,0.0010,0
1621,1.0530,0.9550,0.0980,0.0000,0
1622,1.0480,0.9510,0.0970,0.0000,0
1623,1.0460,0.9490,0.0970,0.0000,0
1624,1.0430,0.9450,0.0970,0.0000,0
1625,1.0420,0.9450,0.0960,0.0010,0
1626,1.0630,0.9660,0.0970,0.0000,0
1627,1.0610,0.9630,0.0970,0.0010,0
1628,1.0390,0.9410,0.0970,0.0010,0
1629,1.0380,0.9410,0.0960,0.0010,0
1630,1.0460,0.9480,0.0970,0.0010,0
1631,1.0440,0.9470,0.0960,0.0010,0
1632,1.0470,0.9500,0.0970,0.0000,0
1633,1.0450,0.9480,0.0970,0.0000,0
1634,1.0590,0.9610,0.0970,0.0010,0
1635,1.0380,0.9410,0.0970,0.0000,0
1636,1.0400,0.9430,0.0970,0.0000,0
1637,1.0360,0.9390,0.0960,0.0000,0
1638,1.0500,0.9530,0.0970,0.0000,0
1639,1.0350,0.9380,0.0970,0.0000,0
1640,1.0410,0.9440,0.0960,0.0010,0
1641,1.0400,0.9430,0.0960,0.0010,0
1642,1.0570,0.9590,0.0970,0.0010,0
1643,1.0480,0.9510,0.0960,0.0010,0
1644,1.0430,0.9460,0.0970,0.0000,0
1645,1.0400,0.9430,0.0970,0.0000,0
1646,1.0390,0.9420,0.0970,0.0000,0
1647,1.0470,0.9500,0.0970,0.0000,0
1648,1.0390,0.9420,0.0960,0.0010,0
1649,1.0540,0.9400,0.1130,0.0010,0
1650,1.0570,0.9600,0.0970,0.0000,0
1651,1.0460,0.9490,0.0960,0.0010,0
1652,1.0730,0.9760,0.0970,0.0000,0
1653,1.0470,0.9500,0.0970,0.0000,0
1654,1.0470,0.9500,0.0960,0.0010,0
1655,1.0450,0.9480,0.0970,0.0000,0
1656,1.0400,0.9430,0.0970,0.0000,0
1657,1.0530,0.9560,0.0970,0.0000,0
1658,1.0590,0.9620,0.0960,0.0010,0
1659,1.0460,0.9490,0.0960,0.0010,0
1660,1.0600,0.9630,0.0960,0.0010,0
1661,1.0690,0.9600,0.1090,0.0000,0
1662,1.0460,0.9490,0.0970,0.0000,0
1663,1.0540,0.9570,0.0960,0.0010,0
1664,1.0450,0.9480,0.0970,0.0000,0
1665,1.0410,0.9440,0.0970,0.0000,0
1666,1.0640,0.9670,0.0970,0.0000,0
1667,1.0530,0.9540,0.0990,0.0000,0
1668,1.0420,0.9450,0.0960,0.0010,0
1669,1.0340,0.9370,0.0970,0.0000,0
1670,1.0360,0.9390,0.0970,0.0000,0
1671,1.0330,0.9360,0.0960,0.0010,0
1672,1.0460,0.9490,0.0960,0.0010,0
1673,1.0460,0.9470,0.0990,0.0000,0
1674,1.0840,0.9870,0.0960,0.0010,0
1675,1.0530,0.9570,0.0960,0.0000,0
1676,1.0360,0.9390,0.0960,0.0010,0
1677,1.0310,0.9350,0.0960,0.0000,0
1678,1.0370,0.9390,0.0970,0.0000,0
1679,1.0360,0.9360,0.0990,0.0010,0
1680,1.0370,0.9400,0.0970,0.0000,0
1681,1.0460,0.9490,0.0960,0.0010,0
1682,1.0650,0.9680,0.0960,0.0010,0
1683,1.0530,0.9560,0.0970,0.0000,0
1684,1.0360,0.9390,0.0970,0.0000,0
1685,1.0550,0.9580,0.0970,0.0000,0
1686,1.0380,0.9410,0.0960,0.0010,0
1687,1.0380,0.9410,0.0960,0.0010,0
1688,1.0350,0.9380,0.0960,0.0010,0
1689,1.0380,0.9410,0.0970,0.0000,0
1690,1.0770,0.9690,0.1080,0.0000,0
1691,1.0480,0.9520,0.0960,0.0000,0
1692,1.0390,0.9420,0.0960,0.0010,0
1693,1.0400,0.9430,0.0960,0.0010,0
1694,1.0370,0.9400,0.0960,0.0010,0
1695,1.0370,0.9410,0.0960,0.0000,0
1696,1.0310,0.9340,0.0960,0.0010,0
1697,1.0470,0.9500,0.0960,0.0010,0
1698,1.0730,0.9770,0.0960,0.0000,0
1699,1.0370,0.9400,0.0960,0.0010,0
1700,1.0380,0.9410,0.0970,0.0000,0
1701,1.0370,0.9400,0.0970,0.0000,0
1702,1.0390,0.9420,0.0960,0.0010,0
1703,1.0360,0.9390,0.0970,0.0000,0
1704,1.0370,0.9400,0.0960,0.0010,0
